 idx slot        id  type   sz  minmag    mag   maxmag   yang   zang dim res halfw
 1  0   910562920   BOT  8x8   5.797   8.251   9.750    831   1504  20   1  120          
 2  1   910689000   BOT  8x8   5.797   9.863  11.359   2280  -1427  20   1  120 
 3  2   910693856   BOT  8x8   5.797   7.803   9.312   2232  -1678  20   1  120          
 4  3   911082200   BOT  8x8   5.797   7.744   9.250  -2264   -281  11   1   75          
 5  4   911082408   BOT  8x8   5.797   9.374  10.875  -2068   -206  20   1  120          
 6  5   911083616   BOT  8x8   5.797   9.081  10.578   -856  -1699  20   1  120          
 7  6   911089528   BOT  8x8   5.797   7.507   9.016   -608  -1580  20   1  120          
 8  7   911082032   GUI  8x8   5.797   9.919  11.422   -149   1599   1   1   25 
 9  7   911083632   ACQ  8x8   5.797   9.851  11.359    335   -409  20   1  120 
